ID,region,ownd,kids,inc,sex,wlth,hv,incmed,incavg,low,npro,gifdol,gifl,gifr,mdon,lag,gifa,donr,damt
4264,ter1,0,2,2,1,4,157,26,42,41,23,45,5,3,21,9,8.76,0,0
4265,ter2,1,2,4,1,8,129,53,53,12,83,158,15,16,17,7,8.07,0,0
4266,ter2,1,2,4,1,8,91,13,24,54,93,229,13,11,21,6,9.64,0,0
4268,ter2,1,0,7,0,8,240,53,85,2,81,116,7,4,23,5,4.98,1,13
4269,ter3,1,0,4,1,8,136,22,36,14,21,53,15,16,23,4,16.39,1,15
4270,ter2,1,2,4,1,5,359,83,83,0,21,47,14,13,22,5,9.83,1,13
4271,ter4,1,3,4,0,9,149,47,47,9,94,192,10,12,19,7,7.84,0,0
4272,ter4,1,0,5,1,8,261,83,105,1,97,257,15,8,14,8,14.12,1,18
4273,ter2,0,4,7,0,1,136,37,55,11,51,80,23,15,24,3,12.67,0,0
4274,ter1,1,2,2,1,6,197,63,63,2,128,227,10,6,20,7,6.82,0,0
4275,ter2,1,0,3,0,8,142,29,50,12,37,66,10,5,17,4,6.64,1,12
4276,ter3,1,0,4,1,0,175,27,70,5,80,137,53,42,22,5,17,1,14
4277,ter2,1,0,4,1,8,149,37,39,11,32,51,26,17,15,4,10.45,1,15
4278,ter3,1,3,4,0,9,123,32,41,7,64,163,163,40,21,5,22.44,0,0
4279,ter5,1,0,5,0,4,155,56,61,6,55,105,20,11,16,6,10.19,1,16
4280,ter3,1,1,5,1,7,77,45,45,15,78,145,6,10,19,7,5.08,0,0
4281,ter3,1,2,2,0,9,160,28,47,10,76,96,30,28,40,9,11.77,0,0
4282,ter2,0,0,5,1,9,229,38,57,6,47,68,34,43,15,5,15.15,1,15
4283,ter2,1,2,4,0,8,141,39,41,13,21,53,6,4,14,11,4.58,0,0
4284,ter5,1,2,5,1,8,211,38,73,10,26,49,16,13,32,3,8.55,0,0
4285,ter5,1,1,4,1,6,167,40,65,10,64,95,95,28,19,8,21.18,0,0
4290,ter2,1,0,2,0,8,193,43,52,6,71,94,14,10,17,6,10.3,1,14
4291,ter2,1,2,1,1,7,105,19,31,42,70,100,14,12,9,4,8.96,0,0
4292,ter5,0,0,4,0,6,205,85,85,2,92,131,15,21,23,5,8.31,1,15
4293,ter5,1,2,4,1,8,78,15,27,51,31,67,24,18,24,7,17.56,0,0
4298,ter3,1,2,2,0,4,109,31,34,17,41,62,21,9,16,6,16.24,0,0
4299,ter5,1,0,2,1,8,233,59,59,4,95,190,5,5,13,4,5.1,1,13
4300,ter2,1,1,4,1,8,185,38,52,15,87,173,6,3,20,14,5.81,1,13
4301,ter2,1,0,4,1,5,145,29,37,42,53,113,8,6,16,8,6.95,1,14
4302,ter4,1,3,1,1,2,326,53,126,2,107,116,5,6,17,9,7.31,0,0
4303,ter5,1,1,1,1,8,138,20,41,27,135,180,15,10,15,24,14.29,0,0
4304,ter4,1,1,4,0,8,80,28,35,10,56,171,171,46,19,5,16.08,1,21
4305,ter1,1,0,6,0,8,191,34,44,12,32,57,23,29,15,4,16.32,1,15
4306,ter5,1,3,3,1,9,197,45,54,17,80,243,10,8,19,8,8.11,0,0
4307,ter5,1,2,5,1,7,235,43,65,6,22,50,33,26,23,13,14.2,0,0
4308,ter3,0,3,7,1,8,196,42,52,5,74,90,9,9,17,3,5.61,0,0
4310,ter4,0,0,6,0,8,138,40,40,19,60,87,4,12,22,7,4.65,0,0
4313,ter5,1,3,7,1,9,132,20,35,23,92,133,44,26,14,7,21.53,0,0
4314,ter4,1,0,4,0,8,193,50,62,6,20,58,19,15,15,3,11.28,1,16
4315,ter1,1,4,4,1,8,150,30,44,7,83,148,17,29,32,3,12.75,0,0
4316,ter2,1,3,6,1,8,111,35,41,9,68,82,58,47,14,6,17.53,0,0
4317,ter2,1,0,4,1,9,213,35,47,12,11,40,4,4,10,3,5.62,1,12
4318,ter2,1,0,6,1,9,247,48,82,0,26,54,51,38,18,5,12.93,1,17
4320,ter4,1,0,4,0,7,141,35,50,24,112,169,21,29,19,3,15.32,1,19
4321,ter5,1,2,4,0,8,122,42,42,12,32,50,13,9,20,5,7.7,0,0
4322,ter2,1,2,4,1,3,294,25,67,13,76,95,13,10,34,3,9.28,0,0
4324,ter2,1,1,1,1,9,195,52,53,2,49,77,15,12,24,6,10.57,0,0
4325,ter1,1,0,5,0,8,286,76,76,3,39,60,39,35,23,5,18.78,1,19
4326,ter2,0,0,2,0,8,169,51,51,4,26,185,185,61,15,6,16.88,0,0
4329,ter5,1,3,7,0,8,119,20,29,21,26,47,20,14,32,11,14.12,0,0
4330,ter5,1,3,2,1,9,82,12,22,28,45,74,6,4,16,5,5.36,0,0
4332,ter2,1,4,1,0,9,153,53,53,8,55,106,25,17,19,3,9.1,0,0
4333,ter2,1,0,4,1,9,194,50,75,4,92,166,46,44,17,3,19.05,1,16
4335,ter3,1,2,2,0,9,213,42,73,7,39,65,33,39,18,7,26.63,0,0
4337,ter2,0,3,7,1,8,194,45,54,18,72,82,16,20,23,3,16.01,0,0
4341,ter1,1,3,1,1,7,153,30,34,16,121,352,22,12,21,10,8.85,0,0
4342,ter4,1,1,4,1,9,172,34,58,8,97,126,23,15,21,8,13.34,1,16
4343,ter3,1,3,4,0,9,208,42,57,6,93,195,35,18,22,11,27.91,0,0
4344,ter5,1,2,4,1,8,174,96,96,2,79,111,11,6,15,5,5.79,1,12
4347,ter5,1,5,7,0,9,108,26,50,22,22,51,24,14,12,6,13.49,0,0
4349,ter2,1,2,2,1,5,210,47,83,5,112,143,18,10,14,3,10.23,0,0
4352,ter5,1,0,5,1,8,146,63,63,11,80,277,5,4,18,3,5.73,1,14
4353,ter4,1,0,4,0,8,139,31,53,17,34,61,17,21,20,8,14.19,1,17
4354,ter4,1,1,2,1,8,230,36,76,4,32,78,14,11,19,6,6.84,0,0
4355,ter2,1,0,4,1,8,130,21,42,24,52,80,43,29,20,5,14.29,1,15
4356,ter4,1,2,4,1,6,151,25,46,17,94,245,17,18,18,5,10.11,1,16
4357,ter5,1,0,4,1,9,274,87,89,0,120,156,20,25,21,8,17.77,1,15
4360,ter2,1,2,4,1,4,78,11,39,33,113,199,16,14,18,7,15.37,0,0
4362,ter4,1,0,4,0,4,142,53,58,5,85,137,9,6,21,5,8.3,0,0
4363,ter4,1,1,7,0,8,194,30,53,14,71,141,10,12,13,6,12.01,0,0
4364,ter5,1,0,4,1,8,248,88,88,2,58,78,29,17,14,9,10.18,1,15
4367,ter3,1,4,1,1,7,291,61,82,3,83,97,22,23,26,6,14.05,0,0
4368,ter3,1,1,4,0,8,222,68,68,2,95,133,14,8,13,9,8.71,1,14
4369,ter2,1,0,4,1,1,451,236,236,0,27,55,8,6,14,21,4.98,1,12
4370,ter5,1,0,4,1,8,233,56,69,3,69,61,61,39,12,3,13.96,1,16
4372,ter5,1,0,5,1,8,185,54,54,2,75,87,13,9,14,5,17.47,1,17
4373,ter1,1,2,5,1,9,174,18,34,22,61,82,19,22,34,7,17.51,0,0
4374,ter1,0,0,1,0,8,244,51,62,14,55,66,8,4,16,11,4.62,0,0
4375,ter2,1,2,3,1,8,167,28,40,18,83,99,99,27,24,5,15.95,0,0
4376,ter1,1,0,4,1,6,181,49,58,11,16,32,11,5,14,4,7.06,1,14
4377,ter4,0,3,1,1,8,452,114,150,0,45,49,21,23,18,5,12.23,0,0
4378,ter3,1,3,4,1,4,188,70,70,0,76,96,6,4,20,4,2.92,0,0
4379,ter4,1,2,4,0,4,95,20,22,33,53,80,16,12,19,5,7.63,0,0
4381,ter1,1,2,5,1,8,167,19,57,24,76,113,21,8,23,8,12.53,0,0
4383,ter3,1,2,4,0,9,176,37,56,12,62,84,64,28,16,3,19.85,0,0
4384,ter1,1,3,4,1,8,148,24,33,40,97,112,33,23,22,12,16.57,1,14
4385,ter2,1,1,5,0,9,155,35,50,3,79,124,26,15,22,3,10.57,1,14
4386,ter1,1,2,4,0,7,246,47,65,4,80,161,5,4,23,7,4.36,1,12
4387,ter3,1,0,4,1,7,124,27,44,29,52,105,13,17,23,5,6.76,1,19
4388,ter5,0,2,2,1,8,255,36,66,13,28,60,14,13,17,9,7.05,0,0
4389,ter2,1,0,4,0,9,175,42,51,17,79,127,17,20,10,6,8.83,1,15
4390,ter5,1,2,1,0,8,139,32,33,13,61,88,61,18,11,7,13.8,0,0
4392,ter3,1,0,3,1,3,199,53,63,7,68,88,45,34,16,12,19.99,0,0
4393,ter2,1,2,3,0,8,179,45,55,6,101,169,17,11,23,3,10.43,1,14
4395,ter4,1,5,4,1,7,157,27,49,24,42,69,32,15,16,12,15.47,0,0
4396,ter3,1,5,6,0,8,312,60,92,0,63,91,8,6,24,8,6.26,0,0
4397,ter2,0,4,2,1,9,181,53,53,18,39,105,4,1,23,5,4.75,0,0
4399,ter2,1,5,6,0,2,132,64,64,11,119,277,16,10,17,5,8.14,0,0
4400,ter2,1,0,4,0,9,195,62,65,1,14,56,15,11,20,11,8.27,1,14
4402,ter1,1,2,6,0,3,93,15,29,45,72,158,19,14,18,5,10.37,0,0
4404,ter2,1,4,5,1,7,196,45,67,4,105,253,16,10,20,11,5.35,0,0
4405,ter4,1,2,4,1,8,215,26,52,16,30,74,15,12,19,3,12.17,0,0
4406,ter3,1,2,3,1,1,137,31,45,26,62,78,9,9,21,10,8.56,0,0
4408,ter5,1,0,4,0,8,243,77,77,2,105,122,34,26,18,9,13.64,1,15
4410,ter1,1,0,4,0,9,496,114,185,0,78,173,14,18,16,4,20.48,1,16
4411,ter3,1,0,4,1,6,217,58,63,6,83,165,6,5,13,4,3.99,1,14
4412,ter5,1,0,5,0,8,132,18,35,35,72,128,37,27,13,5,18.22,1,17
4413,ter1,1,0,4,1,9,166,39,42,7,23,49,30,31,16,4,21.04,1,16
4415,ter5,1,2,3,0,9,224,81,81,3,70,102,3,3,14,23,3.6,0,0
4416,ter5,1,0,7,0,9,119,19,36,25,35,54,4,4,22,6,3.97,0,0
4417,ter2,1,3,4,1,7,337,69,90,0,58,85,11,10,20,4,10.01,1,15
4418,ter2,1,0,4,1,9,199,65,65,7,20,62,8,8,15,5,8.33,1,13
4420,ter1,1,2,7,1,5,228,63,63,3,78,174,12,9,24,7,7.18,0,0
4421,ter2,1,2,3,1,8,236,73,73,2,88,251,8,5,17,9,5.69,1,12
4422,ter2,1,3,5,0,4,134,52,52,12,80,113,18,18,15,3,14.23,1,13
4423,ter1,1,0,5,1,8,204,37,53,10,51,85,5,4,16,5,4,1,12
4424,ter1,1,3,4,1,3,256,52,76,5,53,88,15,13,15,3,15.71,0,0
4425,ter5,1,1,3,1,9,113,19,31,37,70,125,22,16,14,11,17.93,0,0
4427,ter2,1,1,2,0,8,349,93,129,0,40,78,13,15,16,4,6.08,1,14
4428,ter3,0,1,4,1,6,139,28,48,5,40,90,90,23,18,4,14.04,0,0
4429,ter2,0,0,4,1,8,167,46,57,5,126,184,23,12,17,13,10.89,1,13
4430,ter2,1,4,5,1,3,248,38,59,6,48,92,6,6,29,5,5.71,0,0
4431,ter5,0,4,4,0,5,174,69,69,5,84,210,16,17,24,5,13.11,0,0
4432,ter2,1,3,4,0,9,149,22,42,13,23,56,22,19,14,3,15.07,0,0
4434,ter4,1,0,4,1,7,160,26,37,30,38,76,10,6,29,4,8.14,0,0
4435,ter2,1,2,3,1,9,211,52,71,3,54,66,16,4,20,4,12.06,1,12
4436,ter2,1,2,6,1,9,153,53,53,19,93,168,16,11,18,5,15.22,1,14
4437,ter3,1,1,3,1,8,147,22,38,28,101,175,12,7,23,5,6.94,0,0
4440,ter2,1,2,6,1,8,144,29,52,13,50,71,32,34,17,3,20.84,0,0
4441,ter2,1,2,5,0,9,113,26,33,38,31,62,38,24,22,3,15.25,0,0
4443,ter1,1,2,3,0,9,212,37,54,7,48,88,24,9,22,5,13.12,1,13
4444,ter2,1,0,4,0,8,87,12,28,57,99,198,29,22,20,3,16.95,1,17
4446,ter1,1,0,4,0,3,303,60,95,0,67,97,14,13,21,6,17.82,1,20
4447,ter3,1,0,4,1,8,135,28,39,19,60,72,30,72,23,5,26.3,1,17
4448,ter3,1,2,4,1,6,135,23,44,15,73,171,171,38,22,31,41.05,0,0
4449,ter1,1,0,2,1,4,124,34,34,22,35,60,12,8,24,6,7,1,12
4450,ter1,1,4,4,1,3,184,49,55,4,87,109,6,3,22,5,4.08,0,0
4452,ter4,1,2,4,1,9,118,44,44,15,44,105,14,5,14,10,8.4,0,0
4453,ter4,1,0,2,0,8,289,81,81,4,66,94,9,7,21,7,10.4,1,16
4454,ter2,0,1,3,1,8,180,36,39,37,54,101,6,6,21,5,3.98,0,0
4456,ter1,1,0,5,1,9,199,71,71,4,80,124,42,23,20,6,12.71,1,15
4457,ter2,0,0,4,1,9,129,36,37,13,42,72,6,14,18,7,5.95,1,11
4458,ter4,1,0,3,0,8,292,69,69,6,62,96,19,15,14,4,8.76,1,16
4459,ter2,1,2,3,0,6,251,79,80,0,39,64,13,18,20,12,10.86,1,13
4462,ter2,1,2,1,1,8,60,29,29,34,62,219,8,6,13,27,5.51,0,0
4463,ter2,1,2,4,0,9,175,26,41,11,97,154,23,19,13,3,19.47,1,14
4464,ter2,1,2,2,1,9,286,76,76,0,20,56,9,10,15,4,6.25,1,12
4465,ter4,1,4,6,1,8,181,37,42,13,10,30,10,11,23,5,3.47,0,0
4466,ter5,1,2,4,1,8,140,45,48,12,42,70,7,8,17,6,6.11,1,11
4467,ter2,1,4,1,0,7,271,59,74,4,62,118,24,22,26,5,22,0,0
4468,ter5,1,0,5,1,5,196,41,77,15,26,52,16,13,15,7,10.5,0,0
4469,ter4,1,0,3,1,4,97,32,37,21,30,104,104,32,15,7,15.72,0,0
4470,ter5,1,0,4,1,9,348,86,112,0,36,53,21,21,21,6,20.49,1,15
4471,ter1,1,2,3,1,9,329,65,70,2,90,71,8,8,15,6,8.33,1,11
4473,ter1,1,3,4,0,9,186,58,71,8,55,74,6,5,16,5,4.02,0,0
4474,ter2,1,2,4,0,9,244,40,58,7,48,76,9,13,20,7,12.46,1,12
4475,ter2,1,3,5,1,0,229,46,47,19,96,228,7,6,28,6,5.88,0,0
4476,ter2,1,2,1,1,8,146,34,41,15,114,152,28,23,23,5,13.4,0,0
4477,ter4,1,0,1,0,1,180,87,87,3,97,115,25,17,17,7,15.25,0,0
4478,ter3,1,0,5,0,8,186,54,54,3,49,98,4,5,11,7,3.52,1,13
4480,ter1,1,0,4,1,9,211,54,54,5,99,206,6,5,23,2,4.31,1,12
4482,ter3,1,4,2,0,8,193,53,56,12,65,110,42,24,15,6,7.36,0,0
4483,ter5,1,2,6,1,9,311,44,70,7,24,41,34,20,15,6,13.73,0,0
4485,ter2,1,2,4,1,8,255,104,104,2,21,43,40,14,20,10,16.45,1,14
4486,ter3,1,2,6,1,9,149,61,61,7,54,98,22,51,16,4,16.9,0,0
4487,ter4,1,2,1,1,3,413,93,106,0,39,69,15,8,14,22,11.23,0,0
4488,ter2,1,1,5,0,9,167,26,51,19,8,32,27,31,15,7,9.19,1,14
4489,ter2,1,2,4,0,9,179,39,52,7,13,45,18,14,18,4,9.88,1,13
4490,ter2,1,0,4,1,9,132,53,53,11,62,100,16,23,19,4,10.81,1,15
4492,ter5,1,3,6,1,9,185,35,71,18,59,113,25,10,18,7,9.49,0,0
4493,ter2,0,0,6,0,6,120,19,29,29,80,126,26,26,19,5,16.74,0,0
4494,ter2,1,0,4,1,8,197,59,59,6,58,84,10,8,12,31,7.7,1,13
4495,ter1,1,0,3,1,9,183,36,64,5,39,63,21,15,16,4,5.58,1,14
4499,ter1,1,0,4,1,8,177,24,33,29,87,157,12,7,21,3,10.08,1,14
4500,ter3,1,1,4,0,9,203,33,48,17,36,67,39,35,15,14,17.65,0,0
4501,ter2,1,0,4,1,9,134,33,38,19,60,77,13,12,7,4,10.93,1,14
4502,ter2,1,0,1,1,8,229,55,82,3,108,154,8,7,20,6,5.6,1,12
4505,ter5,1,2,4,1,8,267,41,55,6,82,210,18,11,23,6,9.31,1,14
4508,ter2,1,2,5,0,6,256,75,75,0,39,54,11,9,21,6,12.15,1,15
4509,ter4,1,2,2,1,7,134,41,41,23,52,71,14,13,17,6,14.31,0,0
4511,ter5,1,0,4,0,9,414,91,105,1,29,58,14,9,18,3,12.79,1,14
4512,ter1,1,0,4,1,8,145,54,54,16,72,132,7,6,13,4,5.33,1,13
4513,ter3,1,2,4,1,9,108,18,33,51,43,67,7,11,23,4,6.21,0,0
4514,ter2,1,2,4,0,8,175,40,74,17,48,70,6,6,16,3,7.75,1,11
4515,ter2,0,2,2,1,8,210,32,53,9,9,39,39,17,13,3,22.82,0,0
4517,ter2,1,0,1,1,6,97,20,21,48,36,79,11,15,20,15,9.66,1,14
4518,ter4,1,0,3,1,9,160,48,49,4,83,117,11,5,13,5,8.33,1,16
4519,ter4,1,2,3,1,9,165,27,67,17,53,92,6,8,20,4,6.32,0,0
4521,ter4,0,2,4,1,8,126,25,38,41,66,128,28,20,19,6,12.69,0,0
4522,ter5,1,0,4,1,8,163,45,45,11,82,168,20,32,11,18,19.55,1,15
4525,ter3,1,2,5,0,8,114,22,28,26,52,72,14,8,24,18,6.59,0,0
4526,ter5,1,2,2,0,9,97,28,28,21,37,76,19,9,14,6,12.63,0,0
4527,ter2,1,0,4,1,9,261,46,86,1,117,149,22,22,24,3,17.21,1,16
4528,ter2,1,0,7,0,3,180,52,60,7,71,88,4,3,26,6,5.5,0,0
4530,ter2,0,3,6,1,8,134,44,44,8,72,82,17,17,16,8,7.17,0,0
4532,ter3,1,4,7,1,6,159,62,62,8,17,54,14,14,21,10,11.91,0,0
4534,ter1,1,1,2,0,9,138,37,37,12,45,71,5,4,21,4,5.78,0,0
4535,ter1,1,0,3,1,8,161,20,39,19,21,69,24,9,11,4,17.98,1,14
4536,ter2,1,1,7,1,2,332,62,103,2,38,51,16,10,12,29,8.96,0,0
4538,ter5,1,0,4,1,4,146,27,32,12,62,80,30,38,20,7,22.08,1,16
4539,ter4,0,2,6,1,6,183,22,35,23,64,84,7,11,22,8,6.44,0,0
4544,ter2,1,2,4,1,8,178,40,67,5,42,66,15,14,24,4,9.39,1,13
4545,ter2,1,0,4,1,5,160,39,44,13,17,41,9,6,20,3,4.52,1,12
4546,ter2,1,3,2,1,9,251,57,61,6,45,87,16,10,13,5,6.27,0,0
4547,ter2,1,0,4,1,8,183,47,49,11,40,49,16,16,21,9,15.75,1,15
4548,ter4,0,4,1,1,9,165,69,69,1,15,44,13,12,18,5,14.45,0,0
4549,ter5,1,0,4,0,6,139,36,48,11,78,175,21,22,21,8,14.79,1,19
4550,ter1,0,4,2,1,8,193,51,66,11,40,63,11,14,17,6,4.16,0,0
4552,ter2,1,2,5,1,8,176,50,64,21,148,334,30,26,12,5,16.05,0,0
4553,ter2,1,3,4,1,4,130,33,59,12,32,144,144,49,14,6,25.35,1,16
4554,ter2,1,0,2,0,8,213,65,76,0,19,51,44,23,13,5,11.02,1,15
4555,ter4,1,1,3,1,8,173,34,38,8,67,116,43,23,20,5,23.41,0,0
4558,ter1,1,1,5,1,9,178,40,44,14,46,62,18,12,17,4,6.86,1,13
4559,ter3,1,2,2,0,9,290,52,65,1,21,51,35,37,13,5,28.05,0,0
4560,ter2,1,0,2,1,9,107,31,34,22,49,64,15,12,16,5,8.55,1,13
4562,ter2,1,0,4,1,9,71,23,31,20,74,178,15,14,18,3,12.12,1,14
4564,ter2,1,0,4,1,2,320,95,118,0,55,75,31,20,22,7,28.64,1,25
4565,ter2,1,2,4,0,6,149,37,47,5,123,549,72,54,24,10,24.3,0,0
4566,ter4,1,3,4,0,6,249,56,78,4,101,161,11,6,19,4,7.94,0,0
4567,ter4,1,3,4,1,8,170,69,69,2,50,48,29,14,23,5,9.23,0,0
4568,ter5,0,2,5,1,5,126,24,37,27,43,56,13,14,19,3,9.19,0,0
4569,ter4,1,1,1,0,8,146,25,51,6,63,133,5,4,16,6,6.56,0,0
4572,ter1,1,3,7,1,1,148,27,44,23,78,81,10,7,17,3,8.35,0,0
4573,ter3,1,0,5,0,9,144,22,50,13,81,129,44,32,18,3,14.93,1,16
4574,ter5,1,3,7,0,8,140,33,40,22,54,107,9,6,18,4,5.71,0,0
4575,ter1,1,1,3,1,7,136,20,51,19,17,44,8,16,22,7,7.02,0,0
4577,ter4,1,2,4,0,9,200,49,64,1,49,96,30,28,21,4,15.3,1,17
4578,ter4,1,1,4,1,8,275,43,63,3,38,62,29,18,19,7,10.21,1,16
4580,ter5,1,5,3,1,9,158,39,49,5,102,124,8,7,20,4,5.89,0,0
4582,ter1,1,0,5,0,9,326,81,84,1,85,93,24,26,14,5,15.64,1,19
4583,ter3,1,0,4,0,8,88,14,34,36,74,106,11,8,22,3,6.42,1,15
4584,ter2,1,2,4,1,8,398,70,111,0,49,71,59,28,12,6,27.19,1,16
4585,ter4,1,4,2,1,9,209,50,58,1,18,58,20,8,12,12,13.4,0,0
4587,ter1,1,0,2,1,8,265,46,47,14,23,63,37,23,23,3,17.28,1,15
4588,ter4,1,1,2,1,8,313,114,114,0,24,49,12,6,20,3,5.74,0,0
4589,ter2,1,2,4,0,6,129,33,47,11,19,38,5,3,20,6,6.36,1,12
4592,ter5,1,3,5,0,8,127,20,29,44,16,40,13,6,17,4,11.73,0,0
4597,ter1,1,1,2,1,2,125,23,42,15,18,37,25,29,22,3,12.15,0,0
4598,ter2,1,2,2,1,8,126,16,34,23,20,45,14,9,20,4,14.3,0,0
4601,ter1,1,3,6,0,6,155,42,47,8,120,369,15,21,16,8,11.13,0,0
4602,ter3,1,2,2,1,5,133,31,31,17,32,52,10,11,20,10,8.36,0,0
4603,ter1,1,0,4,1,5,112,39,39,26,60,111,111,42,20,4,33.5,1,20
4605,ter1,1,0,6,0,9,149,30,43,14,66,74,12,16,15,5,13.73,1,19
4606,ter2,1,2,4,1,8,169,37,56,16,38,57,15,9,14,20,9.84,1,12
4607,ter4,1,0,5,1,9,105,30,39,21,29,63,24,16,14,6,11.51,1,17
4608,ter5,1,3,7,0,5,148,26,37,28,39,54,24,15,21,10,6.72,0,0
4611,ter2,0,2,3,0,4,135,21,52,13,121,355,13,11,24,3,8.46,0,0
4612,ter2,1,1,4,1,4,254,34,34,16,53,57,4,6,15,6,4.6,1,11
4613,ter1,1,0,4,1,9,152,50,56,3,55,106,4,2,15,5,4.87,1,12
4615,ter3,1,0,4,1,8,117,20,31,18,98,151,6,6,16,4,5.51,1,14
4618,ter2,1,0,5,1,6,66,22,26,22,95,236,4,4,19,19,7.32,1,13
4619,ter5,1,3,2,1,6,104,22,35,12,23,49,24,16,13,5,10.53,0,0
4620,ter1,1,0,1,1,8,271,119,119,0,102,238,14,20,13,11,7.19,1,15
4621,ter2,0,0,4,1,8,306,55,62,3,61,252,252,32,8,3,24.84,1,17
4622,ter3,1,0,3,1,8,130,26,32,24,60,86,28,14,21,13,12.19,0,0
4623,ter2,1,0,4,1,2,179,40,51,6,75,93,13,16,19,7,5.07,1,13
4624,ter4,1,3,5,0,9,172,45,45,4,74,99,11,10,18,4,6.87,0,0
4627,ter4,1,3,5,1,3,197,66,69,6,44,100,100,49,16,17,22.48,0,0
4628,ter2,1,0,4,0,9,157,30,47,14,91,170,29,15,19,14,12.52,1,14
4629,ter2,1,1,4,1,4,150,26,38,15,65,102,24,16,19,6,19.46,1,19
4630,ter2,1,0,4,0,6,236,66,77,2,83,106,68,14,23,3,15.61,1,18
4631,ter1,1,1,7,0,4,234,37,72,4,49,173,28,30,15,7,14.58,0,0
4632,ter4,1,4,3,1,9,225,21,45,19,81,148,15,12,17,3,7.26,0,0
4633,ter5,0,0,4,1,8,108,10,32,60,17,56,17,16,12,8,8.61,0,0
4634,ter2,1,2,4,1,9,127,17,38,21,30,56,22,16,19,6,12.53,1,14
4635,ter1,1,2,4,1,8,106,29,45,26,95,182,7,8,18,4,7.55,1,13
4636,ter4,1,0,1,1,8,190,71,71,10,41,71,20,9,19,7,14.78,0,0
4637,ter1,1,2,3,1,8,363,55,110,3,46,88,24,12,16,7,12.54,1,14
4638,ter2,1,3,4,1,6,171,31,52,11,57,88,13,13,14,10,4.2,1,13
4639,ter5,1,0,4,0,8,180,32,52,11,43,88,53,47,17,4,17.34,1,18
4640,ter2,1,2,4,1,9,128,52,52,10,14,47,8,6,21,13,7.89,1,14
4641,ter5,1,0,2,1,9,194,49,49,12,14,51,5,6,21,5,5.29,1,10
4642,ter5,1,0,4,0,6,223,53,53,10,15,55,4,5,15,9,3.95,1,15
4644,ter1,1,1,2,0,9,202,17,62,22,74,108,90,45,35,10,24.23,0,0
4645,ter5,1,3,5,0,8,137,38,46,33,105,221,6,6,22,7,6.6,0,0
4646,ter4,1,4,2,0,8,158,22,54,19,31,74,74,57,15,10,19.38,0,0
4648,ter1,1,1,4,0,7,123,19,31,47,45,52,5,5,24,6,4.11,1,13
4650,ter5,1,4,3,1,8,199,58,63,10,47,72,18,23,40,6,19.63,0,0
4651,ter3,1,0,4,1,9,130,24,31,18,88,116,30,28,18,7,14.14,1,18
4652,ter2,1,0,6,1,9,190,40,43,10,12,40,5,6,12,7,4.52,1,12
4654,ter5,1,2,6,1,4,265,56,82,0,57,79,17,6,20,13,14.92,0,0
4655,ter2,1,1,5,1,9,198,46,52,9,64,82,19,8,18,3,7.88,1,14
4656,ter2,1,1,4,1,7,86,28,28,20,47,74,31,22,16,15,21.1,1,16
4658,ter2,1,2,4,1,9,118,26,34,9,96,116,9,7,13,3,4.11,1,11
4659,ter4,1,0,4,0,9,219,60,60,3,67,91,14,15,15,3,12,1,17
4661,ter1,1,0,6,0,8,135,38,46,11,33,60,6,6,18,7,4.38,1,14
4662,ter5,0,3,2,0,3,207,41,49,14,78,140,10,7,12,4,6.76,0,0
4664,ter2,1,2,4,0,9,184,43,65,3,24,39,14,12,17,3,11.36,1,13
4665,ter2,1,0,4,0,2,261,67,77,0,23,52,17,14,20,6,11.36,1,13
4666,ter2,1,3,4,0,6,209,50,58,8,37,63,10,9,15,3,5.7,1,12
4667,ter1,0,3,4,1,6,140,22,32,31,15,36,17,12,21,21,11.18,0,0
4668,ter2,1,0,5,0,8,244,68,71,4,63,72,29,25,22,11,9.96,1,15
4669,ter5,0,2,4,1,8,102,10,27,56,35,78,15,32,15,26,11.46,0,0
4670,ter3,1,2,3,0,3,193,53,53,8,58,74,18,17,19,6,9.14,0,0
4671,ter3,1,2,4,0,8,225,75,75,6,25,63,22,25,21,7,14.78,0,0
4672,ter5,1,0,3,1,9,106,18,40,11,78,110,20,24,15,7,10.84,1,14
4673,ter2,1,3,5,0,6,269,35,64,1,43,54,6,6,16,7,4.06,1,12
4674,ter5,1,2,4,0,8,238,52,53,3,94,155,13,9,15,11,7.76,1,13
4675,ter2,0,2,6,1,8,209,43,57,5,55,87,32,17,29,4,13.29,0,0
4676,ter2,1,2,4,1,8,98,25,30,22,64,88,59,33,26,7,23.28,1,14
4677,ter1,0,1,6,1,8,118,27,38,39,52,100,4,5,19,4,4.56,0,0
4678,ter2,1,1,5,0,8,225,55,68,4,117,176,7,8,14,8,4.8,1,20
4679,ter1,0,0,6,1,4,140,31,39,14,68,132,53,30,17,5,13.45,0,0
4680,ter5,1,4,7,0,8,141,42,43,10,42,55,5,4,16,3,4.19,0,0
4681,ter1,1,0,5,0,8,117,19,32,22,52,87,5,4,21,3,3.73,1,11
4683,ter3,1,3,3,1,8,146,61,61,17,55,134,16,9,18,4,12.72,1,15
4684,ter2,1,0,7,0,8,160,26,35,10,40,89,12,6,23,3,7.35,1,13
4685,ter4,1,0,4,1,8,190,57,74,0,124,183,28,9,22,7,5.8,1,18
4686,ter4,1,4,7,1,0,172,46,55,3,44,65,9,13,14,4,7.09,0,0
